12.1761 1.1237 0.022788
27.2517 4.36369 1.04412
29.3813 5.2571 0.357506
17.5911 0.250742 0.0665337
28.556 1.29287 0.926928
28.0544 8.11256 0.0730703
7.3913 0.615476 0.024861
6.12951 1.13422 0.0693155
5.85763 8.28839 0.0434927
4.34099 5.43526 0.0525009
27.1395 3.225 0.96124
14.0989 4.46955 0.0578312
6.17008 5.79325 0.0599249
19.6188 2.4062 0.0611342
11.2799 1.20584 0.0395032
3.07074 6.88747 0.0398518
15.184 5.85895 0.050596
28.764 4.47822 0.73865
24.7614 7.13828 0.310988
34.0252 4.79892 0.0370046
17.1581 8.57319 0.495517
33.2855 1.78741 0.273282
14.1208 4.8396 0.0426933
17.658 4.22688 0.0409022
26.1173 3.08762 0.694801
16.631 5.17054 0.0671193
7.01336 2.05653 0.039522
24.9368 7.01125 0.330365
31.732 7.5805 0.0400471
13.2607 1.12536 0.0344124
15.2244 4.08222 0.0268211
11.6964 2.42225 0.063663
24.2279 0.726443 0.0935607
17.7472 7.83055 0.999503
9.08567 3.75775 0.0734952
31.1494 1.29082 0.88609
1.97198 5.88519 0.0290436
29.0508 1.76737 1.03865
30.017 7.87851 0.0458615
4.61571 1.89788 0.0623958
2.05834 0.289073 0.00569179
22.8448 1.75472 0.0725742
20.7502 3.02184 0.0514718
7.19373 4.09826 0.0570755
15.7813 7.91961 1.03275
4.67472 6.09494 0.0143581
15.1512 2.96566 0.0491455
18.8303 0.147507 0.0498539
31.0229 1.39686 0.888413
13.8752 8.70885 0.914428
6.7322 4.01792 0.0612964
32.8949 6.03969 0.0417271
22.5257 0.477799 0.0621535
5.94831 0.297599 0.0385282
3.48079 7.39308 0.0615009
14.0735 5.13809 0.047582
9.49542 2.69812 0.047222
13.6089 2.77387 0.0519399
10.4678 0.779934 0.0259599
31.6123 1.50913 0.713948
28.2962 0.214883 0.7377
23.6333 7.33395 0.397567
4.46828 4.07549 0.0690318
27.6185 1.11175 0.631472
14.6181 6.46102 0.0603058
30.1645 1.71001 1.01217
3.19093 0.541183 0.0413137
6.31942 5.22995 0.0358997
5.78892 7.82892 0.0861076
28.4244 0.235485 0.787199
32.9736 7.03689 0.0345828
26.1205 1.66209 0.359769
11.6663 0.811958 0.0542242
3.2067 0.156988 0.0735834
33.31 2.5606 0.232066
7.1357 6.35496 0.0310928
28.2463 4.31038 0.890764
17.0625 7.45452 0.962208
12.6788 1.89843 0.0237614
15.0354 2.7547 0.0492012
4.04925 2.25615 0.0676279
5.35094 8.55035 0.114392
30.114 8.22439 0.0467363
16.445 2.9776 0.0366423
23.6783 3.81065 0.384652
12.4747 2.74715 0.0578314
17.4169 6.52449 0.386808
27.7201 0.349715 0.610626
22.8116 0.589416 0.0559664
14.6561 3.53129 0.069434
16.7168 2.14212 0.0521384
34.0499 7.38727 0.0637165
2.5668 6.48339 0.0451482
14.7577 4.77024 0.0764421
5.79916 5.7813 0.0689395
4.95902 6.05052 0.060467
3.2583 6.82642 0.0351987
26.7607 8.10637 0.0552793
16.5839 1.30869 0.00589368
19.6181 5.47238 0.261802
11.454 1.25525 0.0525629
14.5231 3.87296 0.0370675
16.4115 6.87213 0.413298
28.8531 7.81966 0.0610122
4.50658 6.63565 0.0773482
7.42687 0.309468 0.0503947
7.09825 3.14126 0.0265803
16.8644 1.42512 0.0148385
17.2498 8.72953 0.305023
23.9505 1.25869 0.0938039
34.116 2.13531 0.175049
31.7631 3.1221 0.430117
9.42616 0.53215 0.0402563
14.9577 7.60716 0.667299
19.0125 5.5618 0.218019
27.6022 1.3962 0.694838
18.3895 4.35487 0.0666353
6.76569 0.687574 0.052036
3.15269 5.33996 0.0804303
12.72 2.02474 0.0526043
21.5233 0.337704 0.0578834
7.43823 1.00718 0.0659806
16.5053 4.853 0.0674141
14.1582 5.56721 0.0421003
33.1909 2.83876 0.194721
24.5922 5.62377 1.02008
33.6948 3.07706 0.151817
18.6222 1.14196 0.0592357
17.7197 2.75494 0.0555232
33.7539 3.45464 0.13087
14.9523 7.97646 0.984353
19.7588 1.01087 0.0388163
2.29063 0.753072 0.0888386
7.07736 4.90753 0.0904238
10.9653 8.42005 0.726997
9.58468 7.92941 0.138791
15.8068 6.12013 0.102802
30.8417 0.583402 0.940733
8.41496 7.04795 0.0514366
3.06901 5.9727 0.0381869
20.0637 1.25795 0.0490703
13.4987 4.06361 0.0456447
3.03837 0.43108 0.0815178
26.5803 7.0084 0.150997
32.4468 6.28086 0.0582547
26.0957 7.03245 0.193276
27.888 6.64603 0.170223
26.5254 2.33583 0.618969
33.797 6.90233 0.0275968
6.10678 2.17775 0.0356861
30.4433 1.20521 1.0063
24.6513 3.41201 0.450122
32.8358 4.35112 0.12271
29.4541 2.49809 1.02879
19.7228 5.29454 0.209817
23.2152 5.26588 0.864997
9.61952 2.09601 0.0576686
12.5401 5.44124 0.0495001
6.43121 3.12239 0.0525897
14.7995 6.42119 0.102174
28.7693 2.53825 1.04694
12.7643 6.98145 0.114395
30.598 3.62807 0.557766
7.95739 4.83532 0.0575937
22.8467 5.88505 1.01303
9.22658 4.53062 0.0565923
22.5092 2.25158 0.08065
27.4493 8.5598 0.0601703
30.4852 0.839524 1.02123
26.6506 2.83983 0.777788
6.18934 4.79924 0.0585395
24.1164 0.250842 0.0627143
11.2086 1.35394 0.0615691
18.2028 6.98557 0.846427
6.16337 6.85054 0.0635836
16.0915 5.56709 0.0690998
23.2262 7.88173 0.177313
5.27213 6.60327 0.0206144
20.9342 2.61138 0.0422852
30.7109 5.63613 0.115618
18.8812 2.97232 0.0659692
12.2791 6.55364 0.0748007
8.31206 3.3631 0.0526043
16.8069 1.33935 0.0335298
14.5199 7.66023 0.64592
24.3951 6.03414 0.979464
25.9385 6.50849 0.447543
24.5247 4.89089 0.948114
26.5188 6.84291 0.199384
27.572 3.91441 1.03263
25.4408 4.94503 1.03216
9.7583 0.546807 0.0654518
20.5602 4.8513 0.2111
14.4092 7.11964 0.284967
4.04863 6.16647 0.0752081
22.2671 7.01955 0.861089
6.182 4.33591 0.0400945
24.1256 7.70287 0.171834
19.24 0.946562 0.0571628
3.85416 7.65362 0.0292629
15.402 3.24491 0.0312445
19.5406 0.795013 0.0392573
9.72289 5.41297 0.0693277
32.2207 3.97576 0.201663
32.8769 3.74398 0.144682
4.92886 7.44673 0.0516671
25.1795 1.2043 0.169013
15.6121 5.39201 0.0370871
29.0033 3.61618 0.96241
32.4198 4.61698 0.107838
18.0187 4.36484 0.0710768
22.4284 1.17229 0.0638866
13.6161 4.47501 0.0392009
23.4684 7.5348 0.296066
34.1973 1.49659 0.170574
12.4696 0.100238 0.0448294
2.47755 0.590521 0.0615768
33.5449 4.01861 0.100304
2.39731 8.51671 0.0277269
24.1936 0.38663 0.0708305
20.6373 8.66072 0.0729803
14.8311 4.6851 0.0467962
32.1771 1.05003 0.602355
5.46638 3.65803 0.0484659
9.3784 1.81233 0.0655321
28.8605 6.24168 0.150584
1.73122 4.73283 0.0422852
10.1698 2.51677 0.075058
7.08391 2.23239 0.0612415
15.3846 7.57738 0.733282
25.8031 6.69696 0.367661
32.9363 3.81226 0.14744
9.56018 3.54417 0.0513689
1.93248 6.44551 0.0356004
25.989 8.48422 0.0773637
31.519 0.69564 0.817469
1.98232 1.39039 0.016237
21.7619 3.16674 0.0659304
21.0922 4.43743 0.172313
19.8191 0.624112 0.0403267
22.1884 0.467499 0.0187794
10.702 1.9181 0.0605677
31.0068 3.37329 0.527012
8.80084 6.46132 0.0604361
32.6945 5.33065 0.0755702
32.9042 0.255244 0.432452
28.9365 0.393412 0.917204
14.264 3.95074 0.0776097
32.7582 7.64619 0.0315323
8.58582 7.99707 0.129736
17.7208 3.19102 0.0662747
18.16 7.75564 1.02203
6.11912 8.12055 0.0463269
34.0472 3.55381 0.1222
7.46893 6.52068 0.0623006
17.3251 3.19309 0.0250255
4.3368 1.34226 0.0108522
10.771 5.02723 0.0400737
28.8976 0.755331 0.929477
23.9174 5.79771 1.05943
13.5354 7.07241 0.154614
22.9274 8.00065 0.159787
7.12259 3.91574 0.042368
23.2797 1.02594 0.074251
30.8654 7.88778 0.0415093
1.9636 7.60703 0.0272611
11.3947 8.45691 0.796461
9.9728 5.19138 0.0580082
4.40901 5.88555 0.0408932
31.7017 3.26246 0.388297
24.2385 1.60061 0.0949735
21.801 2.54959 0.0556937
21.7066 6.29854 1.02816
23.6968 2.84036 0.143034
10.9078 6.04447 0.0440767
8.13733 4.38887 0.0613562
4.03883 3.92423 0.0573615
6.6239 8.45707 0.157711
8.05135 1.45163 0.0802055
27.8007 4.25779 0.969789
12.1315 1.39591 0.0412034
14.2612 8.19337 1.02612
25.9026 4.27053 1.01859
33.4607 2.90138 0.186682
4.92176 1.47112 0.0456819
20.8673 5.19244 0.339108
15.2829 3.4869 0.0600093
7.48719 1.11155 0.0559278
12.7108 0.282947 0.0344399
27.3337 3.41998 1.00914
10.361 5.09689 0.0358335
19.9857 4.53453 0.117077
16.5375 7.86624 1.04449
2.09998 7.96755 0.0695787
29.8728 8.18324 0.0712206
29.9369 6.98931 0.0622441
29.071 4.17436 0.788259
15.8543 4.57797 0.0671842
15.6655 3.47253 0.0735787
23.7149 3.49201 0.294148
34.0497 0.363406 0.200593
17.9645 6.98171 0.813356
11.3337 2.15022 0.0610859
17.1687 0.256423 0.0448535
20.3737 4.07703 0.0903233
22.2759 6.27406 1.08223
32.5172 3.81092 0.19008
20.5837 3.18252 0.0496829
28.6259 5.75553 0.312726
17.0822 1.42335 0.0456796
16.4506 0.0990406 0.0276029
31.4137 5.17778 0.104147
10.89 4.63614 0.0515819
11.4793 7.56727 0.143763
19.5476 3.63471 0.0791887
5.17889 6.87065 0.0423022
6.94251 0.156672 0.0303408
18.5464 0.238408 0.039646
22.6365 5.23146 0.718808
33.8307 1.97733 0.216104
5.22463 0.5879 0.0395411
2.8946 1.11653 0.0742676
24.2127 3.27525 0.34245
31.0653 2.94658 0.661324
4.53438 4.92755 0.0498911
11.32 7.75758 0.226363
23.979 3.19602 0.244025
22.6542 1.60953 0.0528127
30.1957 5.05198 0.258297
23.3657 0.018859 0.0731661
32.7784 3.36331 0.21657
11.177 2.77265 0.0617409
26.0996 3.3858 0.782651
20.9568 0.444001 0.0319864
14.4843 4.84386 0.0504319
25.2834 5.45523 1.03874
29.4047 6.55033 0.0858465
20.6249 8.36815 0.214459
25.1248 3.10045 0.46739
15.0972 5.73598 0.0544224
29.8872 3.86345 0.673812
14.1899 1.87952 0.047656
22.082 7.77244 0.348388
21.1639 6.51922 1.02358
18.4415 8.23997 0.589883
31.8004 7.18028 0.0362496
24.7192 8.01867 0.0999556
20.949 1.11914 0.0651921
25.0378 0.137345 0.096167
24.8924 1.73565 0.167125
12.4242 3.60197 0.0277642
11.9416 6.01 0.0610183
21.6176 3.83215 0.11662
6.10567 4.48665 0.0809386
28.2525 6.65107 0.0973934
26.8778 0.617074 0.399804
22.6611 5.92834 1.03387
12.4886 0.425888 0.0434957
33.7951 2.17319 0.223828
25.9873 6.31267 0.543395
29.9284 5.97002 0.139575
25.2405 3.5422 0.627316
19.9344 2.57443 0.0682235
10.8558 7.23766 0.087123
7.45728 2.40134 0.053814
28.4467 0.272787 0.831012
22.01 2.16112 0.0649787
9.30731 0.18523 0.0173471
8.39168 7.08544 0.0577589
17.5647 1.06864 0.0785388
22.4497 8.5125 0.0621748
26.6447 1.86148 0.538595
17.3457 2.67506 0.042171
9.75657 5.11458 0.0518348
23.8438 2.69374 0.131698
5.77855 3.31503 0.0242582
7.17027 0.910797 0.0472585
13.7703 3.40048 0.0429768
20.0493 0.220536 0.0233091
2.12597 1.95747 0.0624804
5.96859 7.94877 0.0614027
24.8577 2.45399 0.255926
15.0672 2.36765 0.020096
16.2523 5.93675 0.105063
17.0693 7.71657 1.03472
7.27822 2.58568 0.0626475
33.344 3.28911 0.180738
31.963 6.24624 0.0519973
22.433 6.92336 0.869935
4.52864 5.36456 0.06288
24.1772 1.56444 0.0998723
28.1914 1.57963 0.844558
12.5571 6.62451 0.0712035
6.47139 6.17769 0.0557569
25.4778 7.83348 0.0684817
22.4655 6.81545 0.931694
14.4543 3.68143 0.0448887
11.2419 1.16482 0.0443936
32.1499 7.78273 0.0627384
4.37235 6.07905 0.0294633
11.7366 5.03752 0.0257128
17.3136 5.95954 0.157904
20.9477 3.36617 0.0475665
9.94383 3.00027 0.0635111
21.1088 5.02933 0.324103
5.21114 4.21921 0.0238017
19.0423 6.1964 0.490899
4.30667 8.18145 0.0191073
14.3693 7.40536 0.430541
25.0112 3.38649 0.532068
8.09113 3.25545 0.0606317
6.5234 8.10051 0.0746643
33.3581 3.449 0.151397
15.653 6.99409 0.34261
3.39515 0.810564 0.0622287
15.5369 3.94268 0.045184
10.4846 4.51193 0.0385403
28.4848 7.06925 0.0403098
30.5128 7.67031 0.0700208
26.6453 1.33424 0.426232
23.7365 5.39394 0.986774
20.3418 5.49868 0.362146
3.40978 1.32446 0.0644907
22.9768 7.28542 0.528647
14.2766 4.83727 0.0657482
10.8018 8.4054 0.667462
20.1433 1.62836 0.0373929
9.48777 4.58824 0.0589009
34.0813 2.82697 0.105606
21.2322 5.61523 0.603332
26.2107 5.31457 0.939069
5.08567 4.47861 0.0615718
2.70896 2.83924 0.0672209
7.18724 4.40446 0.0488169
7.58279 3.25352 0.0484259
19.6629 7.78542 0.788056
23.144 4.03371 0.348603
31.0559 4.15354 0.338685
4.64322 2.25981 0.0578207
17.9189 2.21852 0.0425307
23.2632 8.33698 0.0696814
15.2364 2.7444 0.0684424
3.88099 7.58931 0.0536143
4.68523 5.19835 0.0423148
1.7978 8.56974 0.0637388
12.0994 1.43401 0.0480588
6.79807 8.22936 0.0993081
32.8317 6.75139 0.0375706
22.3144 4.96443 0.528297
4.73226 6.19541 0.0284815
23.46 6.31409 1.00565
18.1482 3.91888 0.0732724
28.9044 5.54534 0.340311
7.71768 1.99761 0.0555719
12.9451 0.186688 0.0531911
17.6311 5.91266 0.172064
18.3842 4.14675 0.0633967
6.22595 7.91464 0.0520354
28.9049 2.30769 1.03124
6.70831 7.14898 0.0653708
16.7732 8.6205 0.507893
20.2756 7.84924 0.622584
15.9666 8.4289 0.855316
12.7381 1.39024 0.0443175
25.332 1.4428 0.200192
18.799 1.9954 0.0532857
24.0547 3.15936 0.260727
26.6585 1.0086 0.379518
31.9902 1.31704 0.616886
17.7611 0.161489 0.0668743
15.2744 8.15695 1.02909
31.8461 3.15585 0.386359
33.3608 5.47151 0.043696
30.3061 3.97264 0.549919
8.21641 6.49427 0.0359934
31.4792 7.0456 0.0773724
22.8404 3.34733 0.171288
18.7376 4.67874 0.0371366
5.83407 0.852078 0.0533098
6.85652 2.49506 0.0551683
30.0812 1.94691 0.982742
11.0295 2.69681 0.0485292
17.1416 2.83571 0.0511706
15.6173 5.02554 0.0417994
14.2162 2.90841 0.0483237
15.5421 2.85677 0.0549235
10.746 7.26542 0.0622018
31.1877 0.10613 0.889055
18.477 0.0459696 0.0317035
11.1924 0.499199 0.0592746
8.51003 7.56487 0.0485538
27.9485 5.53889 0.514849
27.5426 6.3624 0.281632
28.6028 8.3702 0.0751235
